user_id,total_orders,avg_days_between_orders,avg_basket_size,reorder_rate_pct,total_items_purchased,segment
13727,6,20.8,25.5,45.1,153,1
13728,6,17.2,15.67,45.74,94,1
13729,25,10.54,19.64,73.93,491,1
13730,4,22.33,19.5,6.41,78,1
13731,30,11.62,14.07,59.48,422,0
13732,6,20.2,5.67,23.53,34,2
13733,7,20.33,13.14,48.91,92,1
13734,5,19.25,6.6,24.24,33,2
13735,40,8.85,14.93,61.81,597,3
13736,99,3.04,6.26,67.1,620,3
13737,7,24.33,7.29,17.65,51,2
13738,14,16.31,12.29,52.91,172,0
13739,15,14.64,9.4,46.1,141,0
13740,4,30.0,13.75,16.36,55,2
13741,7,23.17,11.29,35.44,79,2
13742,4,13.67,3.25,30.77,13,0
13743,5,11.0,29.6,50.0,148,1
13744,6,17.6,9.17,25.45,55,2
13745,3,17.5,11.33,20.59,34,2
13746,10,20.67,2.5,64.0,25,0
13747,12,18.0,14.67,65.34,176,1
13748,3,18.0,2.67,0.0,8,2
13749,51,7.12,8.39,76.17,428,3
13750,5,19.0,9.6,31.25,48,2
13751,15,11.93,27.2,56.13,408,1
13752,15,15.0,8.87,25.56,133,0
13753,4,20.0,20.5,48.78,82,1
13754,49,6.56,5.73,69.04,281,3
13755,12,5.45,28.67,53.78,344,1
13756,6,18.6,8.0,27.08,48,2
13757,34,7.85,14.41,72.24,490,3
13758,12,16.64,24.33,50.34,292,1
13759,3,25.0,3.67,9.09,11,2
13760,3,30.0,11.0,6.06,33,2
13761,7,27.83,21.29,46.98,149,1
13762,9,25.75,8.44,32.89,76,2
13763,4,12.0,6.75,48.15,27,0
13764,6,23.4,8.17,44.9,49,2
13765,22,13.52,2.68,74.58,59,0
13766,37,8.08,5.35,59.09,198,3
13767,4,25.0,5.0,35.0,20,2
13768,20,13.68,8.1,35.8,162,0
13769,8,18.86,11.38,42.86,91,2
13770,32,11.55,13.47,59.16,431,3
13771,4,30.0,9.75,25.64,39,2
13772,18,16.94,8.61,66.45,155,0
13773,36,8.69,8.22,44.26,296,0
13774,6,21.8,19.5,47.86,117,1
13775,9,23.5,6.22,33.93,56,2
13776,40,7.82,5.88,52.34,235,3
13777,7,25.33,11.71,29.27,82,2
13778,23,12.77,12.43,48.95,286,0
13779,14,17.54,2.43,67.65,34,0
13780,6,23.2,10.33,16.13,62,2
13781,20,6.68,4.25,25.88,85,0
13782,8,19.29,12.25,29.59,98,2
13783,61,5.93,15.85,83.14,967,3
13784,37,8.69,10.84,47.38,401,3
13785,38,8.22,7.82,58.59,297,3
13786,7,13.67,10.43,43.84,73,0
13787,6,21.0,6.17,27.03,37,2
13788,3,13.5,15.33,17.39,46,1
13789,4,14.0,1.5,66.67,6,0
13790,7,24.83,11.14,42.31,78,2
13791,5,7.75,3.2,31.25,16,0
13792,6,24.8,7.17,13.95,43,2
13793,3,30.0,3.0,11.11,9,2
13794,4,15.33,1.5,33.33,6,0
13795,6,21.8,11.0,24.24,66,2
13796,39,7.32,3.56,58.99,139,3
13797,49,7.44,15.47,75.2,758,3
13798,11,20.7,11.64,37.5,128,2
13799,16,15.53,10.13,38.89,162,0
13800,15,18.07,16.8,55.56,252,1
13801,28,9.0,5.39,52.32,151,0
13802,9,6.38,7.0,52.38,63,0
13803,7,12.33,16.86,40.68,118,1
13804,39,8.13,19.0,66.26,741,3
13805,11,19.1,4.27,48.94,47,0
13806,4,30.0,2.75,18.18,11,2
13807,8,17.43,4.5,16.67,36,2
13808,3,10.0,6.0,16.67,18,0
13809,17,12.38,6.47,70.91,110,0
13810,5,20.0,9.0,13.33,45,2
13811,15,18.36,9.93,75.84,149,0
13812,8,21.57,2.13,23.53,17,2
13813,30,8.62,10.63,70.22,319,3
13814,10,17.22,5.3,52.83,53,0
13815,6,6.6,7.17,18.6,43,0
13816,14,9.46,9.57,61.94,134,0
13817,6,30.0,6.83,34.15,41,2
13818,3,29.0,5.67,41.18,17,2
13819,3,18.5,1.33,25.0,4,2
13820,22,15.14,7.82,50.58,172,0
13821,14,15.77,20.21,39.93,283,1
13822,8,22.0,2.63,42.86,21,2
13823,9,16.38,5.44,40.82,49,0
13824,7,25.67,14.29,23.0,100,2
13825,12,18.09,4.75,40.35,57,0
13826,13,6.5,8.23,55.14,107,0
13827,14,18.08,5.93,25.3,83,2
13828,16,14.0,11.88,40.53,190,0
13829,31,5.43,8.26,65.23,256,3
13830,42,8.27,7.43,70.83,312,3
13831,7,17.17,8.57,28.33,60,2
13832,10,11.0,4.7,65.96,47,0
13833,13,19.5,7.85,41.18,102,2
13834,27,12.12,4.81,51.54,130,0
13835,7,5.5,10.29,55.56,72,0
13836,4,19.67,12.25,24.49,49,2
13837,15,10.29,10.73,52.8,161,0
13838,21,10.25,15.38,64.71,323,1
13839,4,26.33,6.75,14.81,27,2
13840,6,22.6,2.5,46.67,15,2
13841,21,17.35,7.57,73.58,159,0
13842,3,4.0,7.67,0.0,23,0
13843,7,23.33,15.0,57.14,105,1
13844,13,12.67,5.08,62.12,66,0
13845,30,9.45,28.77,78.56,863,1
13846,3,19.0,2.67,12.5,8,2
13847,18,14.29,12.5,73.33,225,0
13848,3,19.5,4.33,23.08,13,2
13849,10,17.56,26.3,50.95,263,1
13850,5,27.25,6.8,23.53,34,2
13851,41,7.1,8.54,46.57,350,3
13852,5,25.75,4.4,13.64,22,2
13853,3,8.5,7.67,17.39,23,0
13854,5,13.0,9.6,45.83,48,0
13855,40,8.08,7.35,75.51,294,3
13856,3,21.0,1.33,25.0,4,2
13857,9,24.5,9.67,18.39,87,2
13858,3,13.5,4.0,0.0,12,2
13859,23,7.41,17.78,48.17,409,1
13860,5,24.5,7.0,20.0,35,2
13861,8,13.29,3.13,64.0,25,0
13862,47,7.59,9.55,54.12,449,3
13863,7,15.83,12.14,52.94,85,0
13864,8,18.43,2.13,52.94,17,0
13865,7,24.5,3.86,33.33,27,2
13866,21,6.05,15.14,47.48,318,0
13867,22,11.1,3.36,45.95,74,0
13868,12,15.0,15.42,50.27,185,1
13869,25,6.88,13.36,53.29,334,0
13870,11,20.6,13.91,55.56,153,1
13871,8,16.57,8.38,10.45,67,2
13872,5,21.25,2.0,10.0,10,2
13873,3,28.0,3.0,0.0,9,2
13874,6,13.6,5.33,43.75,32,0
13875,8,12.86,14.88,46.22,119,1
13876,15,21.43,22.07,45.62,331,1
13877,10,18.33,12.2,40.98,122,2
13878,15,19.93,6.0,48.89,90,0
13879,9,7.38,5.67,35.29,51,0
13880,22,13.19,9.05,70.35,199,0
13881,10,10.67,2.8,60.71,28,0
13882,31,6.1,7.45,43.29,231,0
13883,23,10.64,10.43,48.75,240,0
13884,4,30.0,3.75,33.33,15,2
13885,4,28.67,3.0,8.33,12,2
13886,19,8.89,3.21,77.05,61,0
13887,13,16.92,2.23,37.93,29,0
13888,6,12.2,9.0,48.15,54,0
13889,3,21.5,2.33,42.86,7,2
13890,3,30.0,3.33,30.0,10,2
13891,4,22.33,9.0,36.11,36,2
13892,11,13.8,6.36,58.57,70,0
13893,15,16.71,1.73,46.15,26,0
13894,4,29.67,11.5,13.04,46,2
13895,15,8.14,15.27,61.57,229,1
13896,3,30.0,2.33,42.86,7,2
13897,5,26.0,8.8,45.45,44,2
13898,12,12.55,4.75,70.18,57,0
13899,10,9.56,7.7,58.44,77,0
13900,9,16.0,10.56,18.95,95,2
13901,14,20.46,15.5,42.4,217,1
13902,7,11.0,4.86,8.82,34,2
13903,13,13.0,8.23,49.53,107,0
13904,8,18.86,21.13,51.48,169,1
13905,3,6.0,2.67,12.5,8,0
13906,15,15.29,12.4,57.53,186,0
13907,6,27.8,6.5,10.26,39,2
13908,6,24.6,20.0,54.17,120,1
13909,13,21.75,6.46,27.38,84,2
13910,20,11.26,7.15,48.25,143,0
13911,9,10.38,2.11,57.89,19,0
13912,26,10.68,13.12,70.67,341,3
13913,9,18.0,18.33,47.27,165,1
13914,12,9.82,6.17,20.27,74,0
13915,27,13.23,7.0,80.42,189,3
13916,7,18.67,3.0,38.1,21,2
13917,3,15.0,14.33,16.28,43,2
13918,6,12.8,4.33,50.0,26,0
13919,28,9.22,2.96,78.31,83,3
13920,10,11.56,8.9,56.18,89,0
13921,29,11.71,16.72,59.18,485,1
13922,15,15.29,9.4,27.66,141,0
13923,4,15.0,4.5,38.89,18,0
13924,15,16.36,11.4,14.04,171,2
13925,4,11.0,16.75,34.33,67,1
13926,11,23.1,9.18,31.68,101,2
13927,99,3.52,9.32,73.56,923,3
13928,5,23.0,7.6,18.42,38,2
13929,27,5.12,7.11,74.48,192,3
13930,21,14.95,7.67,57.76,161,0
13931,19,17.22,7.53,57.34,143,0
13932,17,16.63,4.76,61.73,81,0
13933,4,28.67,15.75,22.22,63,2
13934,8,19.14,12.38,40.4,99,2
13935,8,8.57,8.0,46.88,64,0
13936,14,10.31,8.07,31.86,113,0
13937,6,22.4,2.67,31.25,16,2
13938,7,5.0,8.86,29.03,62,0
13939,15,17.14,20.47,68.73,307,1
13940,3,30.0,6.0,22.22,18,2
13941,10,22.56,4.4,59.09,44,0
13942,8,16.14,8.88,30.99,71,2
13943,83,4.38,7.94,56.45,659,3
13944,22,14.86,8.91,51.02,196,0
13945,95,3.81,5.27,76.05,501,3
13946,4,27.0,18.5,6.76,74,2
13947,40,9.08,17.55,71.23,702,3
13948,12,22.82,14.5,47.13,174,1
13949,3,16.5,3.33,10.0,10,2
13950,8,18.57,8.25,18.18,66,2
13951,99,2.39,7.75,75.62,767,3
13952,4,27.0,8.25,6.06,33,2
13953,7,19.0,1.86,53.85,13,0
13954,15,6.71,7.13,47.66,107,0
13955,6,19.8,8.0,29.17,48,2
13956,24,14.78,2.33,67.86,56,0
13957,3,30.0,11.33,11.76,34,2
13958,63,5.66,9.95,78.95,627,3
13959,7,19.17,10.14,25.35,71,2
13960,15,21.29,15.07,75.22,226,1
13961,8,22.43,4.5,63.89,36,0
13962,10,8.33,3.0,73.33,30,0
13963,14,18.77,14.93,54.55,209,1
13964,12,23.45,10.58,68.5,127,0
13965,4,18.33,3.0,66.67,12,0
13966,5,10.75,2.8,21.43,14,0
13967,3,6.5,8.0,37.5,24,0
13968,24,9.35,41.96,74.08,1007,1
13969,30,11.62,19.0,69.82,570,1
13970,5,29.25,9.8,34.69,49,2
13971,18,15.35,4.11,24.32,74,0
13972,22,10.14,5.0,45.45,110,0
13973,5,8.0,9.2,10.87,46,0
13974,3,25.0,7.33,4.55,22,2
13975,11,12.8,10.0,62.73,110,0
13976,4,9.67,5.5,54.55,22,0
13977,5,23.25,5.8,17.24,29,2
13978,4,16.33,9.75,2.56,39,2
13979,3,18.0,24.0,20.83,72,1
13980,30,10.55,9.57,62.02,287,0
13981,20,16.32,13.15,50.19,263,1
13982,17,18.19,22.29,67.28,379,1
13983,10,14.56,4.4,20.45,44,2
13984,3,30.0,5.0,0.0,15,2
13985,9,15.63,1.33,58.33,12,0
13986,7,14.0,17.29,43.8,121,1
13987,3,28.0,6.0,27.78,18,2
13988,3,3.5,9.67,34.48,29,0
13989,23,11.36,11.39,61.45,262,0
13990,27,12.08,8.48,39.3,229,0
13991,7,7.33,9.71,32.35,68,0
13992,5,26.75,7.4,8.11,37,2
13993,8,5.0,14.0,41.07,112,0
13994,3,18.5,8.33,4.0,25,2
13995,9,15.25,16.56,44.97,149,1
13996,15,15.93,9.87,43.24,148,0
13997,45,7.64,13.09,57.89,589,3
13998,26,5.88,2.35,57.38,61,0
13999,46,6.69,10.76,59.6,495,3
14000,4,17.67,22.0,25.0,88,1
14001,4,18.0,10.0,27.5,40,2
14002,26,12.12,10.92,55.99,284,0
14003,18,13.47,18.83,56.93,339,1
14004,4,6.67,7.75,12.9,31,0
14005,3,14.5,9.33,21.43,28,2
14006,13,16.08,13.92,43.09,181,1
14007,7,19.33,11.0,24.68,77,2
14008,3,30.0,12.0,8.33,36,2
14009,4,15.67,3.75,0.0,15,2
14010,8,12.71,7.13,43.86,57,0
14011,13,14.42,22.54,42.66,293,1
14012,33,10.66,12.82,73.05,423,3
14013,8,14.86,17.75,35.21,142,1
14014,6,23.2,12.5,8.0,75,2
14015,5,17.5,3.8,63.16,19,0
14016,10,13.56,8.4,30.95,84,0
14017,13,3.75,3.54,78.26,46,0
14018,25,11.63,1.92,75.0,48,0
14019,8,17.29,10.75,18.6,86,2
14020,5,18.25,12.8,37.5,64,2
14021,28,10.63,21.71,62.5,608,1
14022,5,17.0,16.0,23.75,80,1
14023,14,9.08,7.21,38.61,101,0
14024,14,19.69,12.21,59.06,171,1
14025,13,11.0,7.69,56.0,100,0
14026,14,11.0,6.79,32.63,95,0
14027,10,16.89,21.7,52.07,217,1
14028,6,19.6,15.5,22.58,93,2
14029,4,28.67,12.0,29.17,48,2
14030,3,22.0,6.67,35.0,20,2
14031,55,4.46,1.65,47.25,91,3
14032,14,17.15,7.07,44.44,99,0
14033,3,30.0,1.33,50.0,4,2
14034,4,12.67,7.5,30.0,30,0
14035,30,11.66,9.83,73.56,295,3
14036,3,19.5,3.67,18.18,11,2
14037,5,14.75,14.4,43.06,72,1
14038,4,23.33,5.75,17.39,23,2
14039,11,10.2,7.82,29.07,86,0
14040,4,19.33,7.25,10.34,29,2
14041,11,12.4,16.18,47.75,178,1
14042,7,18.83,8.14,45.61,57,0
14043,5,21.5,7.2,33.33,36,2
14044,7,27.83,34.86,38.52,244,1
14045,7,15.67,16.29,25.44,114,1
14046,3,11.5,12.0,27.78,36,0
14047,12,20.64,16.08,38.86,193,1
14048,9,8.75,14.56,49.62,131,1
14049,7,24.0,12.57,31.82,88,2
14050,57,6.27,10.11,63.19,576,3
14051,17,15.75,8.88,51.66,151,0
14052,10,19.78,8.3,43.37,83,2
14053,27,10.12,10.74,62.41,290,0
14054,12,20.27,6.08,38.36,73,2
14055,8,14.86,17.38,11.51,139,1
14056,11,12.7,9.91,21.1,109,0
14057,5,5.25,25.4,36.22,127,1
14058,6,20.0,7.5,51.11,45,0
14059,6,8.6,13.0,34.62,78,0
14060,6,7.8,3.17,42.11,19,0
14061,51,7.18,16.69,62.63,851,3
14062,7,21.33,2.29,31.25,16,2
14063,9,5.88,3.33,30.0,30,0
14064,10,20.0,11.3,37.17,113,2
14065,3,30.0,21.33,18.75,64,1
14066,4,21.33,7.25,17.24,29,2
14067,4,23.67,18.5,25.68,74,1
14068,8,22.86,3.75,13.33,30,2
14069,3,14.5,3.0,22.22,9,2
14070,5,19.5,2.8,28.57,14,2
14071,15,14.93,10.0,62.67,150,0
14072,23,11.82,3.96,43.96,91,0
14073,4,27.0,9.5,15.79,38,2
14074,23,13.14,12.65,62.89,291,0
14075,19,10.39,8.84,64.29,168,0
14076,3,22.0,9.0,11.11,27,2
14077,54,6.51,6.91,59.79,373,3
14078,14,19.77,11.36,51.57,159,0
14079,6,27.2,7.17,46.51,43,2
14080,40,5.05,20.38,68.47,815,3
14081,31,6.57,8.61,51.31,267,0
14082,23,10.82,8.35,65.63,192,0
14083,3,4.5,23.0,11.59,69,1
14084,25,7.38,10.12,67.98,253,0
14085,3,30.0,3.0,22.22,9,2
14086,15,13.64,12.4,41.4,186,0
14087,3,19.0,8.0,4.17,24,2
14088,9,24.0,14.11,61.42,127,1
14089,16,6.93,15.44,82.59,247,1
14090,23,15.05,4.39,66.34,101,0
14091,60,6.1,12.77,70.89,766,3
14092,37,7.56,15.86,74.45,587,3
14093,23,11.82,4.0,79.35,92,0
14094,4,20.0,4.25,29.41,17,2
14095,11,22.6,28.09,51.46,309,1
14096,3,10.5,4.0,16.67,12,0
14097,41,4.6,7.34,62.13,301,3
14098,10,18.0,7.4,40.54,74,0
14099,3,30.0,1.0,66.67,3,2
14100,10,22.67,4.4,43.18,44,2
14101,6,19.8,11.0,19.7,66,2
14102,6,15.6,11.0,22.73,66,2
14103,22,13.71,7.32,51.55,161,0
14104,9,21.13,7.0,46.03,63,2
14105,5,20.5,7.8,25.64,39,2
14106,28,11.74,9.86,50.36,276,0
14107,15,18.14,4.53,55.88,68,0
14108,7,27.83,13.0,35.16,91,2
14109,3,6.0,12.33,24.32,37,0
14110,3,9.5,16.0,25.0,48,1
14111,15,17.14,5.73,23.26,86,2
14112,10,14.0,8.2,40.24,82,0
14113,11,15.5,20.45,52.89,225,1
14114,14,7.92,12.07,52.07,169,0
14115,12,17.91,9.08,33.94,109,2
14116,3,7.0,9.0,11.11,27,0
14117,5,9.0,13.6,39.71,68,0
14118,11,16.9,6.91,42.11,76,0
14119,7,21.17,8.43,18.64,59,2
14120,35,6.82,15.54,76.84,544,3
14121,20,7.89,7.95,32.08,159,0
14122,4,24.33,11.25,26.67,45,2
14123,27,3.38,9.04,47.95,244,0
14124,4,16.67,5.0,30.0,20,2
14125,5,28.5,8.6,32.56,43,2
14126,14,10.31,3.5,22.45,49,0
14127,70,3.33,4.16,77.66,291,3
14128,16,12.07,10.38,71.69,166,0
14129,13,13.92,6.15,26.25,80,0
14130,3,16.0,4.0,8.33,12,2
14131,6,19.8,8.33,52.0,50,0
14132,5,27.25,4.8,54.17,24,2
14133,42,8.63,11.71,71.14,492,3
14134,10,17.89,6.0,38.33,60,2
14135,4,13.33,23.5,27.66,94,1
14136,8,27.86,6.75,59.26,54,2
14137,4,25.67,13.0,19.23,52,2
14138,38,9.51,7.08,56.51,269,3
14139,12,16.73,1.58,31.58,19,2
14140,13,19.17,10.54,45.99,137,0
14141,12,15.82,7.17,36.05,86,0
14142,13,15.42,18.0,41.45,234,1
14143,5,26.25,13.8,26.09,69,2
14144,21,13.2,6.76,47.18,142,0
14145,18,15.82,7.39,66.92,133,0
14146,12,21.55,15.58,58.29,187,1
14147,4,15.0,7.0,21.43,28,2
14148,7,24.0,15.86,27.03,111,2
14149,6,26.0,4.83,37.93,29,2
14150,7,20.0,6.86,4.17,48,2
14151,6,18.2,21.67,61.54,130,1
14152,21,14.15,3.29,76.81,69,0
14153,22,10.81,37.73,78.19,830,1
14154,5,28.0,4.2,23.81,21,2
14155,7,10.0,11.86,36.14,83,0
14156,24,10.96,13.75,69.09,330,0
14157,3,30.0,16.67,8.0,50,2
14158,17,10.06,10.76,66.12,183,0
14159,5,17.25,3.0,40.0,15,0
14160,16,18.0,15.31,53.88,245,1
14161,3,16.5,1.33,50.0,4,0
14162,5,7.5,13.2,39.39,66,0
14163,5,16.5,8.4,26.19,42,2
14164,8,19.57,15.5,61.29,124,1
14165,3,15.5,8.67,3.85,26,2
14166,8,25.14,5.25,66.67,42,2
14167,8,22.43,15.63,43.2,125,1
14168,31,7.87,3.42,63.21,106,0
14169,18,14.0,7.67,36.23,138,0
14170,3,22.0,17.33,17.31,52,2
14171,37,9.42,3.38,65.6,125,3
14172,48,7.51,12.5,74.67,600,3
14173,21,14.45,22.57,55.91,474,1
14174,6,20.6,6.67,27.5,40,2
14175,3,16.0,2.0,33.33,6,2
14176,5,12.5,4.4,50.0,22,0
14177,6,7.8,13.33,38.75,80,0
14178,7,24.67,7.86,40.0,55,2
14179,31,9.23,2.35,61.64,73,0
14180,8,22.86,15.5,29.03,124,2
14181,7,12.5,2.86,85.0,20,0
14182,3,30.0,4.67,7.14,14,2
14183,15,11.29,10.13,60.53,152,0
14184,13,18.17,8.85,47.83,115,0
14185,10,14.33,3.6,36.11,36,0
14186,11,19.6,18.82,55.07,207,1
14187,20,13.26,8.6,55.23,172,0
14188,4,12.33,13.0,13.46,52,2
14189,3,28.5,21.67,10.77,65,1
14190,4,19.33,13.0,32.69,52,2
14191,7,22.0,23.14,38.89,162,1
14192,15,15.43,11.13,25.75,167,2
14193,3,11.0,4.33,46.15,13,0
14194,17,18.88,8.24,63.57,140,0
14195,7,22.17,10.57,22.97,74,2
14196,36,8.89,7.44,62.69,268,3
14197,7,9.5,9.43,37.88,66,0
14198,45,8.02,14.8,76.28,666,3
14199,13,5.42,20.54,67.79,267,1
14200,16,16.4,1.13,88.89,18,0
14201,11,14.2,8.09,22.47,89,2
14202,3,25.5,16.67,34.0,50,1
14203,5,12.25,10.0,44.0,50,0
14204,3,22.5,11.67,25.71,35,2
14205,22,13.9,24.41,73.93,537,1
14206,8,20.57,20.5,45.12,164,1
14207,7,23.33,7.43,13.46,52,2
14208,18,11.47,6.94,47.2,125,0
14209,8,8.71,7.25,37.93,58,0
14210,33,6.69,10.7,68.27,353,3
14211,7,21.0,1.29,44.44,9,2
14212,6,16.0,4.83,41.38,29,0
14213,12,11.18,14.0,38.69,168,1
14214,3,10.5,16.33,4.08,49,1
14215,16,13.53,16.06,64.98,257,1
14216,5,25.25,9.6,22.92,48,2
14217,4,22.67,2.5,30.0,10,2
14218,13,13.75,12.08,29.94,157,0
14219,3,6.5,5.0,13.33,15,0
14220,7,25.5,3.86,25.93,27,2
14221,44,8.16,1.5,95.45,66,3
14222,4,30.0,10.5,2.38,42,2
14223,4,18.67,14.75,30.51,59,1
14224,30,6.86,8.03,62.24,241,3
14225,13,15.17,5.69,25.68,74,2
14226,17,20.5,1.35,91.3,23,0
14227,9,25.63,13.56,45.9,122,2
14228,22,13.1,17.09,60.9,376,1
14229,8,12.71,13.88,32.43,111,1
14230,99,1.53,9.28,83.68,919,3
14231,40,9.0,18.68,70.68,747,3
14232,30,9.17,12.2,68.58,366,3
14233,4,20.0,3.0,8.33,12,2
14234,15,12.64,15.27,52.4,229,1
14235,4,24.33,10.75,4.65,43,2
14236,3,25.0,22.67,44.12,68,1
14237,10,21.89,17.4,47.13,174,1
14238,10,22.89,4.2,47.62,42,2
14239,3,29.0,15.67,40.43,47,2
14240,42,7.07,12.55,70.78,527,3
14241,6,15.4,6.67,52.5,40,0
14242,10,20.44,9.7,43.3,97,2
14243,43,6.57,9.44,52.46,406,3
14244,11,7.7,21.73,45.61,239,1
14245,14,19.85,9.0,41.27,126,2
14246,24,12.22,15.83,64.47,380,1
14247,10,11.22,12.8,35.94,128,0
14248,5,10.5,15.2,42.11,76,1
14249,52,6.92,14.27,54.72,742,3
14250,6,26.6,3.67,18.18,22,2
14251,3,15.5,6.67,30.0,20,2
14252,15,16.71,12.0,48.33,180,0
14253,33,9.22,15.06,58.75,497,3
14254,4,19.0,3.25,23.08,13,2
14255,7,17.17,7.86,29.09,55,2
14256,7,14.5,2.71,5.26,19,2
14257,3,26.5,7.33,22.73,22,2
14258,21,16.8,14.0,60.2,294,1
14259,12,10.73,5.25,38.1,63,0
14260,10,17.56,11.9,42.02,119,0
14261,8,16.71,9.75,32.05,78,2
14262,12,20.18,7.92,66.32,95,0
14263,34,10.7,9.41,69.06,320,3
14264,44,8.28,14.5,66.3,638,3
14265,20,15.32,27.35,70.93,547,1
14266,44,8.49,11.23,86.23,494,3
14267,23,14.18,10.87,70.0,250,0
14268,54,6.7,9.19,58.47,496,3
14269,14,15.15,4.43,30.65,62,0
14270,9,23.38,30.78,65.7,277,1
14271,10,16.67,4.9,24.49,49,2
14272,43,8.33,16.84,79.14,724,3
14273,62,5.87,9.66,62.94,599,3
14274,17,8.38,12.12,41.75,206,0
14275,32,8.29,2.59,75.9,83,3
14276,15,15.5,9.27,41.73,139,0
14277,28,12.19,24.14,67.01,676,1
14278,4,18.67,12.5,26.0,50,2
14279,7,21.17,17.14,47.5,120,1
14280,3,15.5,7.67,4.35,23,2
14281,6,25.4,6.83,39.02,41,2
14282,22,9.43,10.18,43.3,224,0
14283,11,18.0,9.91,55.96,109,0
14284,5,24.5,14.6,31.51,73,2
14285,3,20.5,4.67,0.0,14,2
14286,3,4.0,18.67,7.14,56,1
14287,7,10.33,12.43,27.59,87,0
14288,9,16.88,17.22,46.45,155,1
14289,21,14.75,11.76,56.28,247,0
14290,14,19.38,7.36,43.69,103,0
14291,6,22.6,13.17,53.16,79,1
14292,21,13.05,8.67,62.64,182,0
14293,14,13.46,16.07,67.11,225,1
14294,19,8.5,8.42,66.88,160,0
14295,9,6.63,4.56,31.71,41,0
14296,5,15.75,13.0,29.23,65,2
14297,5,19.75,7.0,28.57,35,2
14298,4,11.67,7.25,34.48,29,0
14299,18,16.24,12.89,49.14,232,0
14300,3,30.0,2.0,50.0,6,2
14301,14,8.85,15.21,59.62,213,1
14302,3,30.0,4.0,33.33,12,2
14303,27,11.88,19.63,52.83,530,1
14304,12,15.27,2.08,72.0,25,0
14305,30,6.48,13.23,60.96,397,3
14306,14,9.54,7.14,56.0,100,0
14307,6,21.4,2.0,8.33,12,2
14308,5,30.0,10.2,31.37,51,2
14309,3,5.5,10.67,25.0,32,0
14310,4,18.0,7.5,36.67,30,2
14311,3,25.0,10.33,16.13,31,2
14312,4,22.0,12.25,18.37,49,2
14313,3,5.0,3.67,45.45,11,0
14314,8,22.14,6.13,44.9,49,2
14315,44,7.98,11.55,57.28,508,3
14316,9,15.38,6.22,33.93,56,0
14317,5,20.25,24.4,30.33,122,1
14318,6,12.4,2.5,40.0,15,0
14319,24,10.52,5.67,69.12,136,0
14320,5,26.75,17.6,31.82,88,1
14321,48,7.15,16.65,80.6,799,3
14322,9,21.75,18.0,40.12,162,1
14323,5,8.75,5.6,17.86,28,0
14324,6,26.8,13.83,19.28,83,2
14325,19,14.17,7.42,66.67,141,0
14326,8,14.14,8.63,43.48,69,0
14327,60,3.75,6.92,75.18,415,3
14328,5,16.5,13.4,23.88,67,2
14329,12,15.91,4.08,75.51,49,0
14330,42,4.83,12.83,63.82,539,3
14331,4,12.33,3.0,0.0,12,2
14332,53,6.6,2.19,56.03,116,3
14333,17,15.75,6.29,62.62,107,0
14334,5,17.5,3.6,61.11,18,0
14335,19,16.89,20.11,50.26,382,1
14336,3,19.5,22.33,32.84,67,1
14337,5,10.5,19.6,39.8,98,1
14338,12,14.45,2.92,51.43,35,0
14339,7,8.17,8.14,42.11,57,0
14340,3,29.5,15.67,21.28,47,2
14341,5,24.0,10.8,22.22,54,2
14342,6,29.0,2.17,46.15,13,2
14343,21,14.0,19.24,74.26,404,1
14344,8,10.71,6.13,28.57,49,0
14345,12,21.64,8.67,42.31,104,2
14346,7,10.33,18.71,49.62,131,1
14347,7,22.33,7.14,32.0,50,2
14348,3,5.5,8.33,8.0,25,0
14349,3,30.0,19.67,22.03,59,2
14350,45,6.05,13.44,56.2,605,3
14351,20,8.74,7.0,62.14,140,0
14352,11,22.8,2.18,20.83,24,2
14353,5,25.75,15.0,30.67,75,2
14354,9,23.25,7.0,38.1,63,2
14355,14,16.69,4.79,46.27,67,0
14356,3,18.5,14.33,18.6,43,2
14357,19,11.0,8.47,41.61,161,0
14358,26,14.24,10.31,63.06,268,0
14359,35,10.0,5.69,66.33,199,3
14360,6,22.6,14.67,57.95,88,1
14361,6,30.0,10.0,15.0,60,2
14362,7,29.0,5.14,41.67,36,2
14363,8,17.0,7.38,3.39,59,2
14364,32,10.87,4.31,47.1,138,0
14365,13,19.08,15.31,49.75,199,1
14366,22,5.29,5.82,25.0,128,0
14367,56,6.38,17.07,84.0,956,3
14368,22,12.48,6.23,42.34,137,0
14369,25,13.29,11.4,52.63,285,0
14370,48,7.57,16.71,78.18,802,3
14371,20,17.26,20.45,66.01,409,1
14372,5,5.0,8.2,58.54,41,0
14373,10,18.67,5.5,36.36,55,2
14374,12,19.09,4.08,69.39,49,0
14375,57,5.79,7.05,51.99,402,3
14376,5,8.75,11.2,41.07,56,0
14377,16,17.13,9.38,32.67,150,2
14378,10,20.0,2.2,40.91,22,2
14379,7,7.33,12.29,69.77,86,0
14380,4,20.0,7.75,22.58,31,2
14381,6,22.0,11.0,18.18,66,2
14382,7,26.0,1.86,46.15,13,2
14383,61,5.75,15.64,86.27,954,3
14384,15,18.0,11.4,54.97,171,0
14385,8,11.71,16.25,49.23,130,1
14386,23,10.86,3.04,40.0,70,0
14387,10,15.89,10.0,54.0,100,0
14388,42,7.93,14.21,49.25,597,3
14389,3,11.5,5.0,13.33,15,2
14390,3,30.0,4.0,8.33,12,2
